company,data,updated_at
weft technologies,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Weft Technologies"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/weft-technologies"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""weft technologies"", ""email"": """"}",2026-05-11T13:07:10.979168
hindocot textile,"{""ICPIndustry"": ""Textile"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Hindocot Textile"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hindocot-textile"", ""ICPMarketingSignal"": ""Industry trade shows and textile manufacturing events"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""hindocot textile"", ""email"": """"}",2026-05-11T13:07:13.284136
dry fruit house,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Dry Fruit House"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dry-fruit-house"", ""ICPMarketingSignal"": ""Online retail presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""dry fruit house"", ""email"": """"}",2026-05-11T13:07:15.383686
pt merlot grup indonesia,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PT Merlot Grup Indonesia"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-merlot-grup-indonesia"", ""ICPMarketingSignal"": ""Regional manufacturing presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt merlot grup indonesia"", ""email"": """"}",2026-05-11T13:07:17.584147
sea lab beauty,"{""ICPIndustry"": ""Beauty & Personal Care"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Sea Lab Beauty Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sealabbeauty"", ""ICPMarketingSignal"": ""Organic social media presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""sea lab beauty"", ""email"": """"}",2026-05-11T13:07:19.970346
hanasui,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hanasui"", ""ICPMarketingSignal"": ""Online retail presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""hanasui"", ""email"": """"}",2026-05-11T13:07:21.885173
"haichuang future (shenzhen) biotechnology co., ltd.","{""ICPIndustry"": ""Biotechnology"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series B"", ""ICPFUndingAmount"": ""20M"", ""ICPParentCompany"": ""Haichuang Future"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/haichuang-future-shenzhen-biotech"", ""ICPMarketingSignal"": ""Biotech conference speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""haichuang future (shenzhen) biotechnology co., ltd."", ""email"": """"}",2026-05-11T13:07:45.027887
codeage,"{""ICPIndustry"": ""Health & Wellness"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/codeage"", ""ICPMarketingSignal"": ""Health & Wellness Supplement Launch"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""codeage"", ""email"": """"}",2026-05-11T13:07:46.871335
bookingjini,"{""ICPIndustry"": ""Travel & Hospitality"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Booking Holdings"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bookingjini"", ""ICPMarketingSignal"": ""Online travel platform"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""bookingjini"", ""email"": """"}",2026-05-11T13:07:49.348892
embassy developments ltd.,"{""ICPIndustry"": ""Real Estate Development"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""20M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Embassy Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/embassy-developments-ltd"", ""ICPMarketingSignal"": ""Real estate projects, property launches"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""embassy developments ltd."", ""email"": """"}",2026-05-11T13:07:51.341160
tilleke & gibbins,"{""ICPIndustry"": ""Legal Services"", ""ICPEmployeesRange"": ""201-500"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Tilleke & Gibbins"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/tilleke-gibbins/"", ""ICPMarketingSignal"": ""Legal industry presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""tilleke & gibbins"", ""email"": """"}",2026-05-11T13:07:53.732906
smartank business solutions,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Smartank Business Solutions"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/smartank-business-solutions"", ""ICPMarketingSignal"": ""Active client base in consulting sector"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""smartank business solutions"", ""email"": """"}",2026-05-11T13:07:56.265652
okx,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series C"", ""ICPFUndingAmount"": ""100M"", ""ICPParentCompany"": ""OKX Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/okx/"", ""ICPMarketingSignal"": ""Crypto Exchange"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""okx"", ""email"": """"}",2026-05-11T13:07:58.338795
ebg,"{""ICPIndustry"": ""Financial Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""500K"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ebg"", ""ICPMarketingSignal"": ""FinTech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ebg"", ""email"": """"}",2026-05-11T13:08:00.592754
bradbury asset management,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Bradbury Asset Management"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bradbury-asset-management"", ""ICPMarketingSignal"": ""Financial advisory services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""bradbury asset management"", ""email"": """"}",2026-05-11T13:08:02.846605
bluefocus,"{""ICPIndustry"": ""Marketing"", ""ICPEmployeesRange"": ""100-250"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""BlueFocus Communication Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bluefocus/"", ""ICPMarketingSignal"": ""Global marketing agency presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""bluefocus"", ""email"": """"}",2026-05-11T13:08:04.893597
kudan,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kudan"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""kudan"", ""email"": """"}",2026-05-11T13:08:06.729500
bao minh securities company,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Bao Minh Securities Company"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bao-minh-securities-company"", ""ICPMarketingSignal"": ""Financial services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""bao minh securities company"", ""email"": """"}",2026-05-11T13:08:08.785116
cimory,"{""ICPIndustry"": ""Food & Beverage"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Cimory Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/cimory"", ""ICPMarketingSignal"": ""Brand recognition in dairy products"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""cimory"", ""email"": """"}",2026-05-11T13:08:10.731368
tmgm,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""TMG Media Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/tmg-media-group"", ""ICPMarketingSignal"": ""Active digital campaigns"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""tmgm"", ""email"": """"}",2026-05-11T13:08:12.675896
pt ajinomoto indonesia,"{""ICPIndustry"": ""Food & Beverage"", ""ICPEmployeesRange"": ""1,000-5,000"", ""ICPRevenueUSD"": ""500M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Ajinomoto Co., Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-ajinomoto-indonesia"", ""ICPMarketingSignal"": ""Local food manufacturing"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt ajinomoto indonesia"", ""email"": """"}",2026-05-11T13:08:14.693271
daopay,"{""ICPIndustry"": ""FinTech"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""3M"", ""ICPParentCompany"": ""Daopay Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/daopay"", ""ICPMarketingSignal"": ""FinTech Conference"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""daopay"", ""email"": """"}",2026-05-11T13:08:16.772491
nippon oil indonesia,"{""ICPIndustry"": ""Oil & Gas"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Nippon Oil Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nippon-oil-indonesia"", ""ICPMarketingSignal"": ""Oil & Gas industry presence in Indonesia"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""nippon oil indonesia"", ""email"": """"}",2026-05-11T13:08:19.128202
nira productions,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nira-productions"", ""ICPMarketingSignal"": ""Content creation and media production"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""nira productions"", ""email"": """"}",2026-05-11T13:08:21.996787
equipmii,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""equipmii Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/equipmii"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""equipmii"", ""email"": """"}",2026-05-11T13:08:24.268538
stratbridge global advisory,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Stratbridge Global Advisory"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/stratbridge-global-advisory"", ""ICPMarketingSignal"": ""Global consulting services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""stratbridge global advisory"", ""email"": """"}",2026-05-11T13:08:26.771335
purplle,"{""ICPIndustry"": ""E-commerce"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/purplle"", ""ICPMarketingSignal"": ""Online beauty product sales"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""purplle"", ""email"": """"}",2026-05-11T13:08:46.675366
4s developers,"{""ICPIndustry"": ""Information Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""4s Developers Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/4s-developers"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""4s developers"", ""email"": """"}",2026-05-11T13:08:48.721788
opencorp,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/opencorp"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""opencorp"", ""email"": """"}",2026-05-11T13:08:50.666758
h2t media group,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""H2T Media Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/h2t-media-group"", ""ICPMarketingSignal"": ""Media industry presence"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""h2t media group"", ""email"": """"}",2026-05-11T13:08:52.613571
marbella group,"{""ICPIndustry"": ""Real Estate"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Marbella Group"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/marbella-group"", ""ICPMarketingSignal"": ""Real estate development projects"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""marbella group"", ""email"": """"}",2026-05-11T13:08:55.091085
inicotton,"{""ICPIndustry"": ""Textile Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Inicotton"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/inicotton"", ""ICPMarketingSignal"": ""Industry trade shows, textile manufacturing publications"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""inicotton"", ""email"": """"}",2026-05-11T13:08:57.117691
hi tech sweet water technologies pvt. ltd.,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""201-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Sweet Water Technologies Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sweet-water-technologies-pvt-ltd"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""hi tech sweet water technologies pvt. ltd."", ""email"": """"}",2026-05-11T13:08:59.068596
kayvas ventures,"{""ICPIndustry"": ""Venture Capital"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""10M"", ""ICPParentCompany"": ""Kayvas Ventures"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kayvas-ventures"", ""ICPMarketingSignal"": ""Active Investment Announcements"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""kayvas ventures"", ""email"": """"}",2026-05-11T13:09:01.010692
beautiful retail private limited,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Beautiful Retail Private Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/beautiful-retail-private-limited"", ""ICPMarketingSignal"": ""Online retail presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""beautiful retail private limited"", ""email"": """"}",2026-05-11T13:09:04.224170
bionesca,"{""ICPIndustry"": ""Biotechnology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""3M"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/bionesca"", ""ICPMarketingSignal"": ""Biotech conference presentation"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""bionesca"", ""email"": """"}",2026-05-11T13:09:06.334800
dhampur green,"{""ICPIndustry"": ""Food & Beverage"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Dhampur Green"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dhampur-green"", ""ICPMarketingSignal"": ""Organic growth in organic food segment"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dhampur green"", ""email"": """"}",2026-05-11T13:09:08.381045
di guagua,"{""ICPIndustry"": ""Transportation"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/di-guagua"", ""ICPMarketingSignal"": ""Local transit service"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""di guagua"", ""email"": """"}",2026-05-11T13:09:10.360248
ppg asian paints,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""4.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PPG"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ppg"", ""ICPMarketingSignal"": ""Global manufacturing presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ppg asian paints"", ""email"": """"}",2026-05-11T13:09:12.477922
